FY ,Region,Forest Code,Forest Name,District Code ,District Name,STATE ,COUNTY ,LATITUDE ,LONGITUDE ,Treatment Type,Planned Date,Planned Acres,Accomplished Date,Accomplished Acres,Completed Date,WUI 
2011,01,08,Custer,02,Beartooth,Montana,Carbon,45.1573,-109.3107,Machine Pile Burn,2010-10-15,5,2010-12-01,5,2010-12-01,Y
2011,01,08,Custer,02,Beartooth,Montana,Carbon,45.1649,-109.3099,Machine Pile Burn,2010-10-15,5,2010-11-01,5,2010-11-01,Y
2011,01,08,Custer,02,Beartooth,Montana,Carbon,45.172,-108.354,Fire Use,2011-08-21,30,2011-08-21,30,2011-08-21,N
2011,01,08,Custer,02,Beartooth,Montana,Carbon,45.0215,-109.3137,Fire Use,2011-08-22,2944,2011-08-22,2944,2011-08-22,N
2011,01,08,Custer,02,Beartooth,Montana,Stillwater,45.401,-109.7472,Machine Pile Burn,2010-11-01,25,2010-12-02,25,2010-12-02,Y
2011,01,08,Custer,02,Beartooth,Montana,Stillwater,45.3984,-109.7364,Machine Pile Burn,2010-10-15,10,2010-12-02,10,2010-12-02,Y
2011,01,08,Custer,02,Beartooth,Montana,Stillwater,45.3905,-109.7477,Machine Pile Burn,2010-10-15,3,2010-11-11,3,2010-11-11,Y
2011,01,08,Custer,02,Beartooth,Montana,Stillwater,45.3951,-109.7348,Machine Pile Burn,2010-10-15,25,2010-12-02,25,2010-12-02,Y
2011,01,08,Custer,02,Beartooth,Montana,Stillwater,45.3914,-109.7405,Machine Pile Burn,2010-10-15,2,2010-11-15,2,2010-11-15,Y
2011,01,08,Custer,02,Beartooth,Montana,Stillwater,45.2604,-109.6847,Machine Pile Burn,2010-10-15,5,2010-11-01,5,2010-11-01,Y
2011,01,08,Custer,02,Beartooth,Montana,Sweet Grass,45.3756,-110.0907,Fire Use,2011-08-24,8,2011-08-24,8,2011-08-24,N
2011,01,08,Custer,02,Beartooth,Montana,Sweet Grass,45.4395,-109.9376,Broadcast Burn,2010-10-15,296,2010-11-30,100,2010-11-30,Y
2011,01,08,Custer,03,Sioux,Montana,Carter,45.821,-104.423,Machine Pile Burn,2010-02-15,35,2011-01-20,35,2011-01-20,Y
2011,01,08,Custer,03,Sioux,Montana,Carter,45.82,-104.544,Machine Pile Burn,2011-01-01,40,2011-01-15,40,2011-01-15,N
2011,01,08,Custer,03,Sioux,Montana,Carter,45.6492,-104.1937,Machine Pile Burn,2011-01-01,35,2011-01-25,35,2011-01-25,N
2011,01,08,Custer,04,Ashland,Montana,Powder River,45.1935,-106.1616,Fire Use,2011-08-22,2119,2011-09-14,2119,2011-09-14,Y
2011,01,08,Custer,04,Ashland,Montana,Powder River,45.2432,-105.8195,Fire Use,2011-08-22,3893,2011-09-08,3893,2011-09-08,N
2011,01,08,Custer,04,Ashland,Montana,Powder River,45.1138,-106.1412,Fire Use,2011-07-27,2,2011-08-08,2,2011-08-08,N
2011,01,08,Custer,04,Ashland,Montana,Powder River,45.3945,-106.0603,Fire Use,2011-08-30,3.3,2011-09-03,3.3,2011-09-03,N
2011,01,08,Custer,04,Ashland,Montana,Powder River,45.7592,-106.0399,Fire Use,2011-08-22,5941,2011-09-08,5941,2011-09-08,N
2011,01,08,Custer,04,Ashland,Montana,Powder River,45.43,-106.002,Fire Use,2011-09-01,0.1,2011-09-03,0.1,2011-09-03,N
2011,01,08,Custer,04,Ashland,Montana,Powder River,45.43,-106.002,Fire Use,2011-09-01,0.1,2011-09-03,0.1,2011-09-03,N
2011,01,08,Custer,04,Ashland,Montana,Powder River,45.3597,-106.2053,Fire Use,2011-08-30,39,2011-09-12,39,2011-09-12,N
2011,01,08,Custer,04,Ashland,Montana,Powder River,45.475,-106.066,Fire Use,2011-08-31,7,2011-09-12,7,2011-09-12,N
2011,01,08,Custer,04,Ashland,Montana,Powder River,45.3635,-106.2118,Fire Use,2011-08-30,54,2011-09-12,54,2011-09-12,N
2011,01,08,Custer,04,Ashland,Montana,Powder River,45.124,-106.0907,Fire Use,2011-08-04,0.1,2011-08-09,0.1,2011-08-09,N
2011,01,08,Custer,04,Ashland,Montana,Powder River,45.6035,-105.9368,Machine Pile Burn,2010-08-15,93,2010-11-01,93,2010-11-01,N
2011,01,08,Custer,04,Ashland,Montana,Powder River,45.6035,-105.9368,Machine Pile Burn,2010-03-15,93,2010-12-03,93,2010-12-03,N
2011,01,08,Custer,04,Ashland,Montana,Powder River,45.3105,-106.2448,Machine Pile Burn,2010-10-15,35,2010-11-17,35,2010-11-17,N
2011,01,08,Custer,04,Ashland,Montana,Powder River,45.456,-106.011,Machine Pile Burn,2010-10-15,23,2011-01-15,23,2011-01-15,N
2011,01,08,Custer,04,Ashland,Montana,Powder River,45.4622,-106.0405,Machine Pile Burn,2010-11-01,49,2011-01-14,49,2011-01-14,N
2011,01,08,Custer,04,Ashland,Montana,Powder River,45.3304,-106.3681,Broadcast Burn,2010-04-01,984,2010-10-05,984,2010-10-05,N
2011,01,08,Custer,04,Ashland,Montana,Powder River,45.4654,-106.035,Broadcast Burn,2010-09-15,525,2010-10-31,525,2010-10-31,N
2011,01,08,Custer,04,Ashland,Montana,Powder River,45.1138,-106.1412,Fire Use,2011-07-27,2,2011-08-08,2,2011-08-08,N
2011,01,08,Custer,04,Ashland,Montana,Powder River,45.2405,-106.1202,Fire Use,2011-08-08,0.6,2011-08-13,0.6,2011-08-13,N
2011,01,08,Custer,04,Ashland,Montana,Powder River,45.2345,-106.1249,Fire Use,2011-08-08,2.1,2011-08-13,2.1,2011-08-13,N
2011,01,08,Custer,04,Ashland,Montana,Powder River,45.1918,-106.0621,Fire Use,2011-08-08,0.5,2011-08-13,0.5,2011-08-13,N
2011,01,08,Custer,04,Ashland,Montana,Powder River,45.4304,-105.5752,Fire Use,2011-08-30,5,2011-09-03,5,2011-09-03,N
2011,01,08,Custer,04,Ashland,Montana,Powder River,45.3945,-106.0603,Fire Use,2011-08-30,3.3,2011-09-03,3.3,2011-09-03,N
2011,01,08,Custer,04,Ashland,Montana,Powder River,45.1375,-106.011,Fire Use,2011-08-12,6,2011-08-18,6,2011-08-18,N
2011,01,08,Custer,04,Ashland,Montana,Powder River,45.6304,-106.1048,Fire Use,2011-08-30,6,2011-09-27,6,2011-09-27,N
2011,01,08,Custer,04,Ashland,Montana,Rosebud,45.1727,-106.215,Fire Use,2011-08-07,0.1,2011-08-13,0.1,2011-08-13,N
2011,01,08,Custer,04,Ashland,Montana,Rosebud,45.2121,-106.2117,Fire Use,2011-08-11,0.1,2011-08-13,0.1,2011-08-13,N
2011,01,08,Custer,04,Ashland,Montana,Rosebud,45.2138,-106.2214,Fire Use,2011-08-08,0.1,2011-08-09,0.1,2011-08-09,N
2011,01,08,Custer,04,Ashland,Montana,Rosebud,45.1636,-106.2404,Fire Use,2011-08-07,0.3,2011-08-13,0.3,2011-08-13,N
2011,01,08,Custer,04,Ashland,Montana,Rosebud,45.6074,-106.2862,Machine Pile Burn,2011-06-01,200,2011-06-14,200,,Y
2011,01,08,Custer,04,Ashland,Montana,Rosebud,45.1924,-106.2601,Fire Use,2011-07-08,0.4,2011-07-12,0.4,2011-07-12,N
2011,01,08,Custer,04,Ashland,Montana,Rosebud,45.2262,-106.1527,Fire Use,2011-08-12,5,2011-08-18,5,2011-08-18,N
2011,01,08,Custer,04,Ashland,Montana,Rosebud,45.1746,-106.2428,Fire Use,2011-07-06,0.1,2011-07-07,0.1,2011-07-07,N
2011,01,10,Flathead,01,Swan Lake,Montana,Flathead,48.25,-114.287,Fire Use,2011-08-20,14,2011-09-01,14,2011-09-01,N
2011,01,10,Flathead,02,Condon,Montana,Missoula,47.535,-113.718,Machine Pile Burn,2011-06-01,70,2011-07-21,70,,Y
2011,01,10,Flathead,02,Condon,Montana,Missoula,47.55,-113.72,Broadcast Burn,2010-04-04,24,2011-09-30,24,2011-09-30,Y
2011,01,10,Flathead,02,Condon,Montana,Missoula,47.54,-113.73,Broadcast Burn,2010-04-04,10,2011-09-30,10,2011-09-30,Y
2011,01,10,Flathead,02,Condon,Montana,Missoula,47.41,-113.65,Broadcast Burn,2011-04-04,19,2011-09-30,19,2011-09-30,Y
2011,01,10,Flathead,02,Condon,Montana,Missoula,47.4,-113.65,Broadcast Burn,2011-04-04,15,2011-09-30,15,2011-09-30,N
2011,01,10,Flathead,02,Condon,Montana,Missoula,47.41,-113.65,Broadcast Burn,2011-04-04,14,2011-09-30,14,2011-09-30,N
2011,01,10,Flathead,02,Condon,Montana,Missoula,47.4,-113.65,Broadcast Burn,2011-04-04,28,2011-09-30,28,2011-09-30,Y
2011,01,10,Flathead,02,Condon,Montana,Missoula,47.41,-113.64,Broadcast Burn,2011-04-04,6,2011-09-30,6,2011-09-30,N
2011,01,10,Flathead,02,Condon,Montana,Missoula,47.46,-113.57,Broadcast Burn,2010-10-01,135,2010-10-02,135,2010-10-02,N
2011,01,10,Flathead,02,Condon,Montana,Missoula,47.46,-113.56,Broadcast Burn,2010-10-01,598,2010-10-02,598,2010-10-02,N
2011,01,10,Flathead,02,Condon,Montana,Missoula,47.53,-113.72,Broadcast Burn,2010-04-04,12,2011-09-30,12,2011-09-30,Y
2011,01,10,Flathead,02,Condon,Montana,Missoula,47.42,-113.59,Broadcast Burn,2011-04-04,5,2011-09-30,5,2011-09-30,Y
2011,01,10,Flathead,02,Condon,Montana,Missoula,47.43,-113.64,Broadcast Burn,2011-04-04,85,2011-09-30,85,2011-09-30,Y
2011,01,10,Flathead,02,Condon,Montana,Missoula,47.55,-113.73,Broadcast Burn,2010-04-04,9,2011-09-30,9,2011-09-30,Y
2011,01,10,Flathead,02,Condon,Montana,Missoula,47.55,-113.73,Broadcast Burn,2010-04-04,20,2011-09-30,20,2011-09-30,Y
2011,01,10,Flathead,04,Spotted Bear,Montana,Flathead,47.9469,-113.1028,Fire Use,2011-09-08,121,2011-09-30,121,2011-09-30,N
2011,01,10,Flathead,04,Spotted Bear,Montana,Lewis And Clark,47.4388,-113.04,Fire Use,2011-09-08,585,2011-09-30,585,2011-09-30,N
2011,01,10,Flathead,04,Spotted Bear,Montana,Lewis And Clark,47.4222,-113.0067,Fire Use,2011-09-08,152,2011-09-30,152,2011-09-30,N
2011,01,10,Flathead,04,Spotted Bear,Montana,Powell,47.5194,-113.2844,Fire Use,2011-07-19,6155,2011-09-30,6155,2011-11-11,N
2011,01,10,Flathead,06,Hungry Horse,Montana,Flathead,48.4333,-113.9655,Machine Pile Burn,2010-01-01,1,2010-11-01,1,2010-11-01,N
2011,01,10,Flathead,06,Hungry Horse,Montana,Flathead,48.4293,-113.9667,Machine Pile Burn,2010-01-01,3,2010-11-01,3,2010-11-01,N
2011,01,10,Flathead,06,Hungry Horse,Montana,Flathead,48.4287,-113.9676,Machine Pile Burn,2010-10-01,5,2010-11-01,5,2010-11-01,N
2011,01,10,Flathead,06,Hungry Horse,Montana,Flathead,48.451,-114.0332,Machine Pile Burn,2010-10-01,4,2010-11-01,4,2010-11-01,Y
2011,01,10,Flathead,06,Hungry Horse,Montana,Flathead,48.3971,-114.0372,Machine Pile Burn,2010-10-01,4,2010-11-01,4,2010-11-01,Y
2011,01,10,Flathead,06,Hungry Horse,Montana,Flathead,48.3781,-114.0531,Machine Pile Burn,2010-10-01,3,2010-11-01,3,2010-11-01,Y
2011,01,10,Flathead,06,Hungry Horse,Montana,Flathead,48.225,-113.734,Broadcast Burn,2010-10-01,119,2011-09-30,74,2011-09-30,N
2011,01,10,Flathead,06,Hungry Horse,Montana,Flathead,48.4466,-114.036,Machine Pile Burn,2010-10-01,4,2010-11-01,4,2010-11-01,Y
2011,01,10,Flathead,06,Hungry Horse,Montana,Flathead,48.4485,-114.0397,Machine Pile Burn,2010-10-01,17,2010-11-01,17,2010-11-01,Y
2011,01,10,Flathead,06,Hungry Horse,Montana,Flathead,48.4442,-114.0447,Machine Pile Burn,2010-10-01,2,2010-11-01,2,2010-11-01,Y
2011,01,10,Flathead,06,Hungry Horse,Montana,Flathead,48.202,-113.245,Fire Use,2011-09-09,1081,2011-09-30,1081,2011-09-30,N
2011,01,10,Flathead,07,Glacier View,Montana,Flathead,48.8441,-114.365,Machine Pile Burn,2011-06-01,70,2011-07-21,70,,Y
2011,01,10,Flathead,07,Glacier View,Montana,Flathead,48.807,-114.3793,Machine Pile Burn,2011-04-27,3,2011-04-27,3,,Y
2011,01,10,Flathead,08,Tally Lake,Montana,Flathead,48.405,-114.479,Machine Pile Burn,2010-11-01,42,2010-11-09,42,2010-11-09,Y
2011,01,10,Flathead,08,Tally Lake,Montana,Flathead,48.243,-114.2619,Machine Pile Burn,2010-10-01,6,2010-11-01,6,2010-11-01,Y
2011,01,10,Flathead,08,Tally Lake,Montana,Flathead,48.424,-114.5,Machine Pile Burn,2010-10-01,14,2010-11-09,14,2011-11-01,Y
2011,01,10,Flathead,08,Tally Lake,Montana,Flathead,48.424,-114.5,Machine Pile Burn,2010-10-01,188,2010-11-09,100,2011-11-01,Y
2011,01,10,Flathead,08,Tally Lake,Montana,Flathead,48.366,-114.471,Machine Pile Burn,2011-05-01,13,2011-05-05,12,2011-05-05,Y
2011,01,10,Flathead,08,Tally Lake,Montana,Flathead,48.423,-114.497,Machine Pile Burn,2010-10-01,13,2010-11-09,13,2010-11-09,Y
2011,01,10,Flathead,08,Tally Lake,Montana,Flathead,48.314,-114.486,Machine Pile Burn,2011-04-01,9,2011-04-27,9,2011-04-27,Y
2011,01,10,Flathead,08,Tally Lake,Montana,Flathead,48.405,-114.4732,Machine Pile Burn,2010-10-01,28,2010-11-01,28,2010-11-01,Y
2011,01,11,Gallatin,01,Big Timber,Montana,Gallatin,45.442,-110.1919,Broadcast Burn,2011-03-20,14,2011-03-28,14,2011-03-28,Y
2011,01,11,Gallatin,01,Big Timber,Montana,Gallatin,45.4451,-110.1949,Broadcast Burn,2011-03-20,27,2011-03-28,27,2011-03-28,Y
2011,01,11,Gallatin,01,Big Timber,Montana,Sweet Grass,45.5344,-110.0338,Broadcast Burn,2011-09-21,3200,2011-09-24,3200,2011-09-24,Y
2011,01,11,Gallatin,03,Gardiner,Montana,Park,45.05,-110.55,Fire Use,2011-09-14,15,2011-09-30,7,2011-09-30,N
2011,01,11,Gallatin,03,Gardiner,Montana,Park,45.055,-110.4333,Fire Use,2011-07-29,2100,2011-09-30,2100,2011-09-30,N
2011,01,11,Gallatin,05,Bozeman - North,Montana,Gallatin,45.9142,-110.9153,Machine Pile Burn,2010-10-05,11,2010-10-05,11,2010-10-05,N
2011,01,11,Gallatin,05,Bozeman - North,Montana,Gallatin,45.8545,-110.8816,Machine Pile Burn,2010-10-30,26,2010-10-30,26,2010-10-30,N
2011,01,11,Gallatin,05,Bozeman - North,Montana,Gallatin,45.8749,-110.8879,Machine Pile Burn,2010-10-15,30,2010-10-15,30,2010-10-15,N
2011,01,11,Gallatin,05,Bozeman - North,Montana,Gallatin,45.475,-110.9631,Machine Pile Burn,2010-11-05,23,2010-11-05,23,2010-11-05,N
2011,01,11,Gallatin,05,Bozeman - North,Montana,Gallatin,45.5351,-111.0065,Machine Pile Burn,2011-03-10,11,2011-03-10,11,2011-03-10,N
2011,01,11,Gallatin,05,Bozeman - North,Montana,Gallatin,45.8937,-110.9024,Machine Pile Burn,2010-10-05,24,2010-10-05,24,2010-10-05,N
2011,01,11,Gallatin,06,Bozeman,Montana,Gallatin,45.4572,-111.2394,Machine Pile Burn,2011-03-10,1,2011-03-10,1,2011-03-10,N
2011,01,11,Gallatin,06,Bozeman,Montana,Gallatin,45.4394,-111.2089,Machine Pile Burn,2010-10-28,1,2010-10-28,1,2010-10-28,N
2011,01,11,Gallatin,06,Bozeman,Montana,Gallatin,45.2684,-111.2513,Machine Pile Burn,2011-04-15,1,2011-04-15,1,2011-04-15,N
2011,01,11,Gallatin,06,Bozeman,Montana,Gallatin,45.4047,-111.2257,Machine Pile Burn,2010-10-28,11,2010-10-28,11,2010-10-28,N
2011,01,11,Gallatin,07,Hebgen Lake,Montana,Gallatin,45.95,-111.1333,Fire Use,2011-09-14,20,2011-09-30,12,2011-09-30,N
2011,01,11,Gallatin,07,Hebgen Lake,Montana,Gallatin,44.8667,-111.1167,Fire Use,2011-09-14,20,2011-09-30,2,2011-09-30,N
2011,01,11,Gallatin,07,Hebgen Lake,Montana,Gallatin,44.6716,-111.1189,Machine Pile Burn,2010-10-20,85,2010-10-20,85,2010-10-20,Y
2011,01,11,Gallatin,07,Hebgen Lake,Montana,Gallatin,45.1102,-111.2278,Machine Pile Burn,2011-04-05,5,2011-04-05,5,2011-04-05,N
2011,01,11,Gallatin,07,Hebgen Lake,Montana,Gallatin,44.7079,-111.1016,Machine Pile Burn,2010-10-18,2,2010-10-18,2,2010-10-18,Y
2011,01,11,Gallatin,07,Hebgen Lake,Montana,Gallatin,44.7368,-111.2342,Machine Pile Burn,2010-10-18,2,2010-10-18,2,2010-10-18,Y
2011,01,11,Gallatin,07,Hebgen Lake,Montana,Gallatin,44.7439,-111.2374,Machine Pile Burn,2010-10-18,8,2010-10-18,8,2010-10-18,Y
2011,01,11,Gallatin,07,Hebgen Lake,Montana,Gallatin,44.7705,-111.2726,Machine Pile Burn,2010-10-18,2,2010-10-18,2,2010-10-18,Y
2011,01,11,Gallatin,07,Hebgen Lake,Montana,Gallatin,44.6774,-111.1115,Machine Pile Burn,2010-10-20,5,2010-10-20,5,2010-10-20,Y
2011,01,11,Gallatin,07,Hebgen Lake,Montana,Gallatin,44.6716,-111.1452,Machine Pile Burn,2010-10-20,10,2010-10-20,10,2010-10-20,Y
2011,01,11,Gallatin,07,Hebgen Lake,Montana,Gallatin,44.6787,-111.204,Machine Pile Burn,2010-11-10,60,2010-11-10,60,2010-11-10,Y
2011,01,11,Gallatin,07,Hebgen Lake,Montana,Gallatin,44.6686,-111.0836,Machine Pile Burn,2010-11-15,5,2010-11-15,5,2010-11-15,Y
2011,01,11,Gallatin,07,Hebgen Lake,Montana,Gallatin,44.6833,-111.0836,Machine Pile Burn,2010-11-15,5,2010-11-15,5,2010-11-15,Y
2011,01,11,Gallatin,07,Hebgen Lake,Montana,Gallatin,44.7782,-111.1676,Machine Pile Burn,2010-11-02,5,2010-11-02,5,2010-11-02,Y
2011,01,11,Gallatin,07,Hebgen Lake,Montana,Gallatin,44.722,-111.2061,Machine Pile Burn,2010-11-02,7,2010-11-02,7,2010-11-02,Y
2011,01,11,Gallatin,07,Hebgen Lake,Montana,Gallatin,44.7096,-111.111,Machine Pile Burn,2010-11-02,10,2010-11-02,10,2010-11-02,Y
2011,01,11,Gallatin,07,Hebgen Lake,Montana,Gallatin,44.6914,-111.1069,Machine Pile Burn,2010-11-05,19,2010-11-05,19,2010-11-05,Y
2011,01,11,Gallatin,07,Hebgen Lake,Montana,Gallatin,44.654,-111.1105,Machine Pile Burn,2010-11-05,11,2010-11-05,11,2010-11-05,Y
2011,01,11,Gallatin,07,Hebgen Lake,Montana,Gallatin,44.6972,-111.105,Machine Pile Burn,2010-11-05,1,2010-11-05,1,2010-11-05,Y
2011,01,11,Gallatin,07,Hebgen Lake,Montana,Gallatin,45.0638,-111.1959,Machine Pile Burn,2010-11-15,6,2010-11-15,6,2010-11-15,N
2011,01,11,Gallatin,07,Hebgen Lake,Montana,Gallatin,45.056,-111.2886,Machine Pile Burn,2010-11-15,4,2010-11-15,4,2010-11-15,N
2011,01,12,Helena,01,Townsend,Montana,Broadwater,46.275,-111.166,Machine Pile Burn,2007-07-07,86,2010-10-02,86,2010-10-02,N
2011,01,12,Helena,01,Townsend,Montana,Broadwater,46.275,-111.166,Machine Pile Burn,2007-07-07,30,2010-10-02,30,2010-10-02,N
2011,01,12,Helena,01,Townsend,Montana,Broadwater,46.2743,-111.1766,Machine Pile Burn,2009-11-15,4,2010-10-02,4,2010-10-02,N
2011,01,12,Helena,01,Townsend,Montana,Broadwater,46.342,-111.18,Broadcast Burn,2008-10-01,40,2011-06-27,34,2011-06-27,Y
2011,01,12,Helena,01,Townsend,Montana,Broadwater,46.354,-111.096,Machine Pile Burn,2010-07-21,27,2010-10-15,27,2010-10-15,Y
2011,01,12,Helena,02,Helena,Montana,Lewis And Clark,46.66,-111.726,Machine Pile Burn,2009-05-01,30.6,2010-11-30,30.6,2010-11-30,Y
2011,01,12,Helena,04,Lincoln,Montana,Lewis And Clark,46.9794,-112.7688,Machine Pile Burn,2011-05-09,19,2011-05-09,19,2011-05-09,Y
2011,01,12,Helena,04,Lincoln,Montana,Lewis And Clark,46.9794,-112.7688,Machine Pile Burn,2011-05-09,9,2011-05-09,9,2011-05-09,Y
2011,01,12,Helena,04,Lincoln,Montana,Lewis And Clark,46.9794,-112.7688,Machine Pile Burn,2011-05-09,10,2011-05-09,10,2011-05-09,Y
2011,01,12,Helena,04,Lincoln,Montana,Lewis And Clark,46.9794,-112.7688,Machine Pile Burn,2011-05-09,5,2011-05-09,5,2011-05-09,Y
2011,01,12,Helena,04,Lincoln,Montana,Lewis And Clark,46.9794,-112.7988,Machine Pile Burn,2011-05-09,12,2011-05-09,12,2011-05-09,Y
2011,01,12,Helena,04,Lincoln,Montana,Lewis And Clark,47.1219,-112.4705,Machine Pile Burn,2011-05-09,4,2011-05-09,4,2011-05-09,N
2011,01,12,Helena,04,Lincoln,Montana,Lewis And Clark,46.9794,-112.7688,Machine Pile Burn,2011-05-09,4,2011-05-09,4,2011-05-09,N
2011,01,12,Helena,04,Lincoln,Montana,Lewis And Clark,46.9794,-112.7688,Machine Pile Burn,2011-05-09,2,2011-05-09,2,2011-05-09,Y
2011,01,12,Helena,04,Lincoln,Montana,Lewis And Clark,46.9794,-112.7688,Machine Pile Burn,2011-05-09,2,2011-05-09,2,2011-05-09,Y
2011,01,12,Helena,04,Lincoln,Montana,Lewis And Clark,46.9794,-112.7688,Machine Pile Burn,2011-05-09,5,2011-05-09,5,2011-05-09,Y
2011,01,12,Helena,04,Lincoln,Montana,Lewis And Clark,47.0784,-112.6187,Machine Pile Burn,2011-05-09,6,2011-05-09,6,2011-05-09,Y
2011,01,12,Helena,04,Lincoln,Montana,Lewis And Clark,46.9794,-112.7688,Machine Pile Burn,2011-05-09,5,2011-05-09,5,2011-05-09,Y
2011,01,12,Helena,04,Lincoln,Montana,Lewis And Clark,46.9803,-112.5262,Machine Pile Burn,2011-05-09,2,2011-05-09,2,2011-05-09,Y
2011,01,12,Helena,04,Lincoln,Montana,Lewis And Clark,46.9794,-112.7688,Machine Pile Burn,2011-05-09,2,2011-05-09,2,2011-05-09,N
2011,01,12,Helena,04,Lincoln,Montana,Powell,46.904,-112.8752,Machine Pile Burn,2011-05-09,15,2011-05-09,15,2011-05-09,Y
2011,01,14,Kootenai,01,Rexford,Montana,Lincoln,48.8604,-115.1637,Broadcast Burn,2011-04-15,17,2011-05-10,17,2011-05-10,Y
2011,01,14,Kootenai,01,Rexford,Montana,Lincoln,48.8638,-115.1633,Broadcast Burn,2011-04-15,33,2011-05-10,33,2011-05-10,Y
2011,01,14,Kootenai,01,Rexford,Montana,Lincoln,48.8692,-115.1606,Broadcast Burn,2011-04-15,5,2011-05-10,5,2011-05-10,Y
2011,01,14,Kootenai,01,Rexford,Montana,Lincoln,48.8606,-115.166,Broadcast Burn,2011-04-15,13,2011-05-10,13,2011-05-10,Y
2011,01,14,Kootenai,01,Rexford,Montana,Lincoln,48.864,-115.16,Broadcast Burn,2011-04-15,16,2011-05-10,16,2011-05-10,Y
2011,01,14,Kootenai,01,Rexford,Montana,Lincoln,48.8619,-115.1589,Broadcast Burn,2011-04-15,10,2011-05-10,10,2011-05-10,Y
2011,01,14,Kootenai,01,Rexford,Montana,Lincoln,48.8418,-115.2668,Machine Pile Burn,2010-10-15,12,2010-10-15,12,2010-10-15,Y
2011,01,14,Kootenai,01,Rexford,Montana,Lincoln,48.7625,-115.2479,Machine Pile Burn,2010-10-15,77,2010-10-15,77,2011-05-10,N
2011,01,14,Kootenai,01,Rexford,Montana,Lincoln,48.9298,-115.2386,Machine Pile Burn,2010-10-15,9,2010-10-15,9,,Y
2011,01,14,Kootenai,01,Rexford,Montana,Lincoln,48.8704,-115.1913,Machine Pile Burn,2010-10-15,72,2010-10-15,72,2010-10-15,Y
2011,01,14,Kootenai,01,Rexford,Montana,Lincoln,48.8351,-115.2674,Machine Pile Burn,2010-10-15,18,2010-10-15,18,2010-10-15,N
2011,01,14,Kootenai,01,Rexford,Montana,Lincoln,48.8524,-115.2517,Machine Pile Burn,2010-10-15,58,2010-10-15,58,2010-10-15,Y
2011,01,14,Kootenai,01,Rexford,Montana,Lincoln,48.7894,-115.1078,Machine Pile Burn,2010-10-15,249,2010-10-15,84,,N
2011,01,14,Kootenai,01,Rexford,Montana,Lincoln,48.8817,-115.3565,Machine Pile Burn,2010-10-15,1,2010-10-15,1,2010-10-15,N
2011,01,14,Kootenai,01,Rexford,Montana,Lincoln,48.8493,-115.2595,Machine Pile Burn,2010-10-15,20,2010-10-15,20,2010-10-15,Y
2011,01,14,Kootenai,01,Rexford,Montana,Lincoln,48.8349,-115.3604,Machine Pile Burn,2010-10-15,20,2010-10-15,20,2010-10-15,N
2011,01,14,Kootenai,01,Rexford,Montana,Lincoln,48.855,-115.1833,Machine Pile Burn,2010-10-08,31,2010-10-15,31,2010-10-15,Y
2011,01,14,Kootenai,01,Rexford,Montana,Lincoln,48.8573,-115.2165,Machine Pile Burn,2010-10-30,3,2010-10-30,3,2010-10-30,Y
2011,01,14,Kootenai,01,Rexford,Montana,Lincoln,48.7007,-115.0393,Machine Pile Burn,2010-10-15,1,2010-10-30,1,2010-10-30,Y
2011,01,14,Kootenai,01,Rexford,Montana,Lincoln,48.7904,-115.1174,Machine Pile Burn,2010-10-30,1,2010-10-30,1,2010-10-30,Y
2011,01,14,Kootenai,01,Rexford,Montana,Lincoln,48.7268,-115.1283,Machine Pile Burn,2010-10-30,1,2010-10-30,1,2010-10-30,Y
2011,01,14,Kootenai,01,Rexford,Montana,Lincoln,48.7876,-115.1217,Machine Pile Burn,2010-10-15,40,2010-10-15,40,2010-10-15,Y
2011,01,14,Kootenai,01,Rexford,Montana,Lincoln,48.7904,-115.1174,Machine Pile Burn,2010-10-15,20,2010-10-15,20,2010-10-15,Y
2011,01,14,Kootenai,01,Rexford,Montana,Lincoln,48.85,-115.3,Machine Pile Burn,2010-10-15,13,2010-10-15,13,2010-10-15,Y
2011,01,14,Kootenai,01,Rexford,Montana,Lincoln,48.8687,-115.1432,Machine Pile Burn,2011-08-01,18,2011-08-01,18,2011-08-01,Y
2011,01,14,Kootenai,01,Rexford,Montana,Lincoln,48.8679,-115.1449,Machine Pile Burn,2011-08-01,10,2011-08-01,10,2011-08-01,Y
2011,01,14,Kootenai,01,Rexford,Montana,Lincoln,48.8018,-115.1116,Machine Pile Burn,2010-02-15,32,2011-02-15,32,2011-02-15,Y
2011,01,14,Kootenai,01,Rexford,Montana,Lincoln,48.7894,-115.1078,Machine Pile Burn,2010-02-15,2,2011-02-15,2,2011-02-15,Y
2011,01,14,Kootenai,01,Rexford,Montana,Lincoln,48.7825,-115.1098,Machine Pile Burn,2010-10-15,32,2010-10-15,32,2010-10-15,Y
2011,01,14,Kootenai,01,Rexford,Montana,Lincoln,48.8665,-115.1449,Machine Pile Burn,2011-02-15,17,2011-02-15,17,,Y
2011,01,14,Kootenai,01,Rexford,Montana,Lincoln,48.9774,-115.2833,Machine Pile Burn,2009-05-01,35,2010-10-28,35,2010-10-28,N
2011,01,14,Kootenai,01,Rexford,Montana,Lincoln,48.9797,-115.2858,Machine Pile Burn,2009-01-01,27,2010-10-27,27,2010-10-27,N
2011,01,14,Kootenai,01,Rexford,Montana,Lincoln,48.9833,-115.1169,Machine Pile Burn,2009-01-01,46,2010-10-25,46,2010-10-25,Y
